type,timestamp,source,event,event_type,entity_type,time_bucket,size_category,log_ip,destination,src_port,dst_port,length,level,pid
log,2008-11-09T23:53:37,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_3160319368100972992 terminating,packet_response,system,23,,,,,,,INFO,4459
log,2008-11-09T23:54:26,dfs.DataNode$PacketResponder,Received block blk_-562725280853087685 of size 67108864 from /10.251.91.84,block_transfer,system,23,,10.251.91.84,,,,,INFO,4327
log,2008-11-09T23:56:09,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_4568377692254637284 terminating,packet_response,system,23,,,,,,,INFO,4400
log,2008-11-09T23:57:27,dfs.DataNode$DataXceiver,Receiving block blk_-5217146995455608468 src: /10.251.214.67:38871 dest: /10.251.214.67:50010,block_transfer,system,23,,10.251.214.67,,,,,INFO,4429
log,2008-11-09T23:58:13,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.225:50010 is added to blk_7481361125021302112 size 67108864,block_update,system,23,,10.251.199.225,,,,,INFO,31
log,2008-11-09T23:59:03,dfs.DataNode$PacketResponder,Received block blk_-71429470616906355 of size 67108864 from /10.250.19.16,block_transfer,system,23,,10.250.19.16,,,,,INFO,4454
log,2008-11-09T23:59:04,dfs.DataNode$DataXceiver,Receiving block blk_-522892190802801712 src: /10.251.74.134:39584 dest: /10.251.74.134:50010,block_transfer,system,23,,10.251.74.134,,,,,INFO,4520
log,2008-11-09T23:59:19,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.107.19:50010 is added to blk_-3249711809227781266 size 67108864,block_update,system,23,,10.251.107.19,,,,,INFO,31
log,2008-11-09T23:59:51,dfs.DataNode$DataXceiver,Receiving block blk_-6329494504520216748 src: /10.251.25.237:39332 dest: /10.251.25.237:50010,block_transfer,system,23,,10.251.25.237,,,,,INFO,4525
log,2008-11-10T00:01:17,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000318_0/part-00318. blk_-207775976836691685,system_event,system,00,,,,,,,INFO,33
log,2008-11-10T00:01:36,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.4:50010 is added to blk_5114010683183383297 size 67108864,block_update,system,00,,10.250.6.4,,,,,INFO,28
log,2008-11-10T00:01:36,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-7656610147924319419 terminating,packet_response,system,00,,,,,,,INFO,4627
log,2008-11-10T00:02:32,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000318_0/part-00318. blk_2096692261399680562,system_event,system,00,,,,,,,INFO,27
log,2008-11-10T00:02:38,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-6500549130351529113 terminating,packet_response,system,00,,,,,,,INFO,4717
log,2008-11-10T00:03:19,dfs.DataNode$DataXceiver,Receiving block blk_-8255732027871411321 src: /10.251.39.179:33950 dest: /10.251.39.179:50010,block_transfer,system,00,,10.251.39.179,,,,,INFO,4568
log,2008-11-10T00:05:07,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-2896670847306153652 terminating,packet_response,system,00,,,,,,,INFO,4619
log,2008-11-10T00:05:46,dfs.DataNode$DataXceiver,Receiving block blk_-8856628810470361280 src: /10.250.5.237:41923 dest: /10.250.5.237:50010,block_transfer,system,00,,10.250.5.237,,,,,INFO,4624
log,2008-11-10T00:06:16,dfs.DataNode$PacketResponder,Received block blk_3463540868626173125 of size 67108864 from /10.251.30.134,block_transfer,system,00,,10.251.30.134,,,,,INFO,4552
log,2008-11-10T00:06:57,dfs.DataNode$PacketResponder,Received block blk_-5309211894896608429 of size 67108864 from /10.251.202.181,block_transfer,system,00,,10.251.202.181,,,,,INFO,4822
log,2008-11-10T00:07:27,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.15.240:50010 is added to blk_-1055254430948037872 size 67108864,block_update,system,00,,10.250.15.240,,,,,INFO,34
log,2008-11-10T00:07:55,dfs.DataNode$DataXceiver,Receiving block blk_3962600675982666210 src: /10.251.123.195:37374 dest: /10.251.123.195:50010,block_transfer,system,00,,10.251.123.195,,,,,INFO,4717
log,2008-11-10T00:08:20,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-730776401372551814 terminating,packet_response,system,00,,,,,,,INFO,4687
log,2008-11-10T00:08:41,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-7553009628768897700 terminating,packet_response,system,00,,,,,,,INFO,4727
log,2008-11-10T00:12:50,dfs.DataNode$PacketResponder,Received block blk_3068335169639013019 of size 67108864 from /10.251.71.68,block_transfer,system,00,,10.251.71.68,,,,,INFO,4631
log,2008-11-10T00:13:07,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.90.239:50010 is added to blk_-9069971851590882719 size 67108864,block_update,system,00,,10.251.90.239,,,,,INFO,29
log,2008-11-10T00:13:37,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.67.4:50010 is added to blk_-8924134715029713489 size 67108864,block_update,system,00,,10.251.67.4,,,,,INFO,27
log,2008-11-10T00:13:50,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.146:50010 is added to blk_278357163850888 size 67108864,block_update,system,00,,10.250.7.146,,,,,INFO,29
log,2008-11-10T00:17:45,dfs.DataNode$DataXceiver,Receiving block blk_-5135777574223073423 src: /10.251.65.237:48648 dest: /10.251.65.237:50010,block_transfer,system,00,,10.251.65.237,,,,,INFO,4905
log,2008-11-10T00:18:18,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-1148756466197125339 terminating,packet_response,system,00,,,,,,,INFO,4837
log,2008-11-10T00:20:41,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_9074030793567748915 terminating,packet_response,system,00,,,,,,,INFO,4863
log,2008-11-10T00:21:03,dfs.DataNode$PacketResponder,Received block blk_-4067446915270471579 of size 25933924 from /10.251.110.8,block_transfer,system,00,,10.251.110.8,,,,,INFO,4928
log,2008-11-10T00:22:21,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_3259872359515191972 terminating,packet_response,system,00,,,,,,,INFO,4855
log,2008-11-10T00:22:23,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_5963816136267066159 terminating,packet_response,system,00,,,,,,,INFO,4824
log,2008-11-10T00:22:53,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/sortrand/_temporary/_task_200811092030_0002_r_000138_0/part-00138. blk_-210021574616486609,system_event,system,00,,,,,,,INFO,34
log,2008-11-10T00:23:37,dfs.DataBlockScanner,Verification succeeded for blk_-1547954353065580372,system_event,system,00,,,,,,,INFO,13
log,2008-11-10T00:29:14,dfs.DataNode$DataXceiver,Receiving block blk_-8524274644018377752 src: /10.251.42.16:33011 dest: /10.251.42.16:50010,block_transfer,system,00,,10.251.42.16,,,,,INFO,4955
log,2008-11-10T00:34:41,dfs.DataNode$DataXceiver,Receiving block blk_-2015110815660478655 src: /10.251.35.1:53344 dest: /10.251.35.1:50010,block_transfer,system,00,,10.251.35.1,,,,,INFO,4986
log,2008-11-10T00:35:02,dfs.DataNode$PacketResponder,Received block blk_7484759945731484842 of size 67108864 from /10.251.203.149,block_transfer,system,00,,10.251.203.149,,,,,INFO,4937
log,2008-11-10T00:42:47,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.39.242:50010 is added to blk_-4110733372292809607 size 67108864,block_update,system,00,,10.251.39.242,,,,,INFO,33
log,2008-11-10T01:03:54,dfs.DataNode$PacketResponder,Received block blk_-7152190882826520998 of size 67108864 from /10.250.14.143,block_transfer,system,01,,10.250.14.143,,,,,INFO,5184
log,2008-11-10T01:04:38,dfs.DataNode$DataXceiver,Receiving block blk_-6543889749770222531 src: /10.251.107.98:56224 dest: /10.251.107.98:50010,block_transfer,system,01,,10.251.107.98,,,,,INFO,4917
log,2008-11-10T01:05:06,dfs.DataNode$PacketResponder,Received block blk_8772892713521115147 of size 67108864 from /10.251.194.245,block_transfer,system,01,,10.251.194.245,,,,,INFO,5128
log,2008-11-10T01:05:25,dfs.DataNode$PacketResponder,Received block blk_-6979800421545566530 of size 67108864 from /10.250.10.176,block_transfer,system,01,,10.250.10.176,,,,,INFO,5099
log,2008-11-10T01:05:43,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000382_0/part-00382. blk_8935202950442998446,system_event,system,01,,,,,,,INFO,35
log,2008-11-10T01:06:29,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-4799092443170733505 terminating,packet_response,system,01,,,,,,,INFO,5132
log,2008-11-10T01:07:59,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000392_0/part-00392. blk_-3010126661650043258,system_event,system,01,,,,,,,INFO,34
log,2008-11-10T01:08:01,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-5215520749152394224 terminating,packet_response,system,01,,,,,,,INFO,5186
log,2008-11-10T01:08:15,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_397848436489409658 terminating,packet_response,system,01,,,,,,,INFO,5133
log,2008-11-10T01:08:51,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.86:50010 is added to blk_-9181958042427679309 size 67108864,block_update,system,01,,10.251.199.86,,,,,INFO,32
log,2008-11-10T01:09:17,dfs.DataNode$PacketResponder,Received block blk_-5124326558394984439 of size 67108864 from /10.251.122.79,block_transfer,system,01,,10.251.122.79,,,,,INFO,5109
log,2008-11-10T01:09:18,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.106.37:50010 is added to blk_-4741127506068309449 size 67108864,block_update,system,01,,10.251.106.37,,,,,INFO,32
log,2008-11-10T01:09:32,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-4937215748597091532 terminating,packet_response,system,01,,,,,,,INFO,5174
log,2008-11-10T01:10:01,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.25.237:50010 is added to blk_541463031152673662 size 67108864,block_update,system,01,,10.251.25.237,,,,,INFO,26
log,2008-11-10T01:11:00,dfs.DataNode$PacketResponder,Received block blk_-7514806214244798312 of size 67108864 from /10.250.15.101,block_transfer,system,01,,10.250.15.101,,,,,INFO,5230
log,2008-11-10T01:11:33,dfs.DataNode$PacketResponder,Received block blk_-7007208336332784130 of size 67108864 from /10.251.27.63,block_transfer,system,01,,10.251.27.63,,,,,INFO,5157
log,2008-11-10T01:12:37,dfs.DataBlockScanner,Verification succeeded for blk_6996194389878584395,system_event,system,01,,,,,,,INFO,13
log,2008-11-10T01:13:35,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.146:50010 is added to blk_-6836642008179678048 size 67108864,block_update,system,01,,10.251.71.146,,,,,INFO,31
log,2008-11-10T01:13:52,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_8060713381303305129 terminating,packet_response,system,01,,,,,,,INFO,5321
log,2008-11-10T01:14:06,dfs.DataNode$DataXceiver,Receiving block blk_5760391051658436046 src: /10.251.42.84:59752 dest: /10.251.42.84:50010,block_transfer,system,01,,10.251.42.84,,,,,INFO,5296
log,2008-11-10T01:14:31,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000675_0/part-00675. blk_-7866582011201618766,system_event,system,01,,,,,,,INFO,33
log,2008-11-10T01:14:48,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.214.18:50010 is added to blk_-7555801584297376435 size 67108864,block_update,system,01,,10.251.214.18,,,,,INFO,28
log,2008-11-10T01:15:05,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.26.177:50010 is added to blk_-5949883083428548093 size 67108864,block_update,system,01,,10.251.26.177,,,,,INFO,29
log,2008-11-10T01:15:21,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_000705_0/part-00705. blk_-9162090767925303921,system_event,system,01,,,,,,,INFO,33
log,2008-11-10T01:15:38,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-4196449318426994195 terminating,packet_response,system,01,,,,,,,INFO,5164
log,2008-11-10T01:17:13,dfs.DataNode$DataXceiver,Receiving block blk_4238127626194855481 src: /10.250.11.100:59324 dest: /10.250.11.100:50010,block_transfer,system,01,,10.250.11.100,,,,,INFO,5420
log,2008-11-10T01:17:31,dfs.DataNode$PacketResponder,Received block blk_-3805070405372551730 of size 67108864 from /10.251.109.236,block_transfer,system,01,,10.251.109.236,,,,,INFO,5472
log,2008-11-10T01:18:46,dfs.DataNode$PacketResponder,Received block blk_-2013946318750925538 of size 67108864 from /10.251.126.22,block_transfer,system,01,,10.251.126.22,,,,,INFO,5274
log,2008-11-10T01:19:25,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_3278280638950561822 terminating,packet_response,system,01,,,,,,,INFO,5356
log,2008-11-10T01:20:05,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-26568864070436835 terminating,packet_response,system,01,,,,,,,INFO,5368
log,2008-11-10T01:22:45,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-9161369067334198861 terminating,packet_response,system,01,,,,,,,INFO,5396
log,2008-11-10T01:23:51,dfs.DataNode$PacketResponder,Received block blk_-1094025072435547068 of size 67108864 from /10.251.66.3,block_transfer,system,01,,10.251.66.3,,,,,INFO,5301
log,2008-11-10T01:23:57,dfs.DataNode$PacketResponder,Received block blk_6534693994677948144 of size 67108864 from /10.251.201.204,block_transfer,system,01,,10.251.201.204,,,,,INFO,5523
log,2008-11-10T01:24:26,dfs.DataNode$DataXceiver,Receiving block blk_7672124247291403094 src: /10.251.66.3:55531 dest: /10.251.66.3:50010,block_transfer,system,01,,10.251.66.3,,,,,INFO,5538
log,2008-11-10T01:25:22,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_-5569558931000121451 terminating,packet_response,system,01,,,,,,,INFO,5491
log,2008-11-10T01:27:53,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-4566099704755845087 terminating,packet_response,system,01,,,,,,,INFO,5586
log,2008-11-10T01:28:35,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-8093500164295459838 terminating,packet_response,system,01,,,,,,,INFO,5558
log,2008-11-10T01:28:55,dfs.DataNode$PacketResponder,Received block blk_-3787594914477940893 of size 67108864 from /10.251.71.16,block_transfer,system,01,,10.251.71.16,,,,,INFO,5509
log,2008-11-10T01:28:57,dfs.DataNode$PacketResponder,Received block blk_426381928692704514 of size 67108864 from /10.251.122.38,block_transfer,system,01,,10.251.122.38,,,,,INFO,5605
log,2008-11-10T01:31:25,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001095_0/part-01095. blk_-7413910507260978729,system_event,system,01,,,,,,,INFO,27
log,2008-11-10T01:32:20,dfs.DataNode$PacketResponder,PacketResponder 1 for block blk_4774656339381154282 terminating,packet_response,system,01,,,,,,,INFO,5704
log,2008-11-10T01:32:31,dfs.DataNode$DataXceiver,Receiving block blk_-8227485321105019293 src: /10.251.195.33:56999 dest: /10.251.195.33:50010,block_transfer,system,01,,10.251.195.33,,,,,INFO,5659
log,2008-11-10T01:33:06,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.75.79:50010 is added to blk_5210211633167259832 size 67108864,block_update,system,01,,10.251.75.79,,,,,INFO,33
log,2008-11-10T01:34:06,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_2917692073041583988 terminating,packet_response,system,01,,,,,,,INFO,5493
log,2008-11-10T01:34:12,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.199.159:50010 is added to blk_-8558845834445970595 size 67108864,block_update,system,01,,10.251.199.159,,,,,INFO,30
log,2008-11-10T01:35:02,dfs.DataNode$PacketResponder,Received block blk_3852281952649038166 of size 67108864 from /10.251.122.65,block_transfer,system,01,,10.251.122.65,,,,,INFO,5576
log,2008-11-10T01:35:06,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-5442040196315589272 terminating,packet_response,system,01,,,,,,,INFO,5649
log,2008-11-10T01:35:37,dfs.DataNode$DataXceiver,Receiving block blk_-6486714614940767660 src: /10.250.11.53:48454 dest: /10.250.11.53:50010,block_transfer,system,01,,10.250.11.53,,,,,INFO,5804
log,2008-11-10T01:35:42,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_755689327380778318 terminating,packet_response,system,01,,,,,,,INFO,5646
log,2008-11-10T01:35:45,dfs.DataNode$PacketResponder,Received block blk_-8847552694913526632 of size 67108864 from /10.251.201.204,block_transfer,system,01,,10.251.201.204,,,,,INFO,5696
log,2008-11-10T01:35:59,dfs.DataNode$PacketResponder,Received block blk_7736147489540456118 of size 67108864 from /10.251.74.227,block_transfer,system,01,,10.251.74.227,,,,,INFO,5614
log,2008-11-10T01:37:15,dfs.DataNode$PacketResponder,Received block blk_-3677956642639780952 of size 67108864 from /10.251.123.20,block_transfer,system,01,,10.251.123.20,,,,,INFO,5706
log,2008-11-10T01:37:21,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.73.220:50010 is added to blk_3073404534069578592 size 67108864,block_update,system,01,,10.251.73.220,,,,,INFO,35
log,2008-11-10T01:38:55,dfs.DataNode$PacketResponder,Received block blk_1498192967843651378 of size 67108864 from /10.251.42.84,block_transfer,system,01,,10.251.42.84,,,,,INFO,5764
log,2008-11-10T01:39:38,dfs.DataNode$DataXceiver,Receiving block blk_148513789886825227 src: /10.251.123.33:54308 dest: /10.251.123.33:50010,block_transfer,system,01,,10.251.123.33,,,,,INFO,4501
log,2008-11-10T01:40:02,dfs.DataNode$DataXceiver,Receiving block blk_7229716389774599497 src: /10.251.201.204:38310 dest: /10.251.201.204:50010,block_transfer,system,01,,10.251.201.204,,,,,INFO,5798
log,2008-11-10T01:40:23,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_4741107979793372752 terminating,packet_response,system,01,,,,,,,INFO,5733
log,2008-11-10T01:40:33,dfs.DataNode$DataXceiver,Receiving block blk_691517018986659607 src: /10.251.195.70:59379 dest: /10.251.195.70:50010,block_transfer,system,01,,10.251.195.70,,,,,INFO,5854
log,2008-11-10T01:40:43,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.203.129:50010 is added to blk_6002109944224710483 size 67108864,block_update,system,01,,10.251.203.129,,,,,INFO,30
log,2008-11-10T01:40:50,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.122.65:50010 is added to blk_5095897972833086609 size 67108864,block_update,system,01,,10.251.122.65,,,,,INFO,34
